distance_km,driver_experience_years,restaurant_rating,order_items,preparation_time_min,weather,traffic_level,time_of_day,vehicle_type,delivery_area,day_of_week,delivery_time_min
6.69,3.6,4.7,8,15.8,Clear,High,Evening,Scooter,Suburban,Tuesday,49.9
1.19,3.3,3.9,4,11.5,Cloudy,High,Afternoon,Bike,Suburban,Saturday,33.9
1.14,1.4,4.0,3,,Rain,High,Evening,Scooter,Urban,Sunday,52.2
12.36,2.6,3.5,4,12.2,Rain,High,Evening,Car,Suburban,Wednesday,81.1
0.5,0.8,3.8,6,19.5,Fog,High,Morning,Scooter,Suburban,Saturday,48.8
2.33,3.0,4.4,3,33.4,Rain,High,Evening,Car,Suburban,Thursday,66.6
1.48,0.7,4.5,6,10.5,Clear,High,Afternoon,Bike,Urban,Wednesday,33.5
8.33,3.7,4.5,7,15.2,Fog,High,Evening,Bike,Urban,Thursday,75.3
3.48,1.3,4.7,4,13.5,Clear,Medium,Morning,Bicycle,Suburban,Friday,37.7
2.24,4.4,4.4,3,18.1,Cloudy,Medium,Evening,Bike,Urban,Sunday,35.0
3.98,3.5,4.2,4,16.7,Rain,High,Afternoon,Scooter,Urban,Wednesday,51.4
11.69,2.2,4.5,4,16.9,Rain,Low,Afternoon,Scooter,Suburban,Friday,51.4
5.38,1.0,3.9,3,27.7,Fog,Low,Night,Bicycle,Urban,Wednesday,55.3
5.3,3.2,3.6,6,15.4,Clear,Medium,Afternoon,Bike,Urban,Tuesday,35.7
0.95,3.1,4.0,3,9.8,Rain,Medium,Evening,Bike,Urban,Friday,25.3
7.82,10.4,4.1,1,13.1,Clear,Medium,Night,Car,Urban,Saturday,41.8
1.77,2.5,4.2,4,21.9,Rain,High,Evening,Scooter,Suburban,Friday,47.3
5.07,5.5,3.9,4,11.7,Rain,High,Morning,Scooter,Urban,Sunday,53.9
2.07,1.9,4.0,3,,Clear,Medium,Evening,Bike,Urban,Monday,21.7
3.95,1.5,4.5,5,45.9,Rain,High,Morning,Bike,Urban,Thursday,87.3
3.8,4.7,3.7,4,14.2,Cloudy,,Afternoon,Bicycle,Urban,Wednesday,46.7
17.73,2.3,4.2,4,18.2,Cloudy,High,Evening,Scooter,Urban,Saturday,96.9
2.79,3.2,4.0,1,16.0,Storm,High,Evening,Bicycle,Urban,Monday,61.3
4.7,0.3,3.6,4,16.2,Cloudy,High,Afternoon,Bicycle,Urban,Tuesday,55.0
3.44,2.0,4.0,5,11.0,Cloudy,Medium,Afternoon,Scooter,Urban,Saturday,39.0
1.41,2.2,3.9,2,11.6,Clear,Medium,Evening,Scooter,Urban,Wednesday,31.5
5.07,1.3,4.0,4,21.0,Clear,High,Evening,Scooter,Urban,Friday,48.4
6.94,2.5,4.2,4,11.6,Clear,Low,Afternoon,Car,Urban,Sunday,36.1
1.59,0.7,3.4,3,28.9,Clear,Low,Night,Scooter,Urban,Thursday,33.1
3.16,3.7,4.6,4,13.8,Clear,High,Morning,Bike,Urban,Thursday,43.5
4.03,2.5,5.0,6,20.1,Cloudy,Medium,Morning,Bicycle,Urban,Sunday,47.8
6.46,2.4,3.8,3,31.3,Rain,High,Evening,Scooter,Urban,Saturday,72.5
6.63,4.7,4.0,6,10.9,Clear,High,Night,Car,Suburban,Tuesday,48.6
0.89,1.4,3.9,3,,Cloudy,High,Afternoon,Scooter,Urban,Saturday,34.7
12.28,8.6,3.8,6,16.3,Fog,Medium,Afternoon,Scooter,Suburban,Thursday,54.6
5.4,1.4,5.0,2,13.6,Clear,Medium,Morning,Scooter,Suburban,Saturday,36.6
,6.0,4.1,6,10.4,Cloudy,High,Evening,Car,Urban,Friday,43.9
6.42,7.7,4.5,3,18.5,Clear,High,Morning,Bike,Urban,Tuesday,52.9
9.18,0.5,4.6,2,18.1,Cloudy,Low,Afternoon,Bike,Urban,Saturday,49.6
3.41,1.8,4.6,5,20.1,Rain,Low,Night,Car,Urban,Monday,40.2
3.12,1.0,4.6,5,24.8,Clear,Medium,Morning,Bicycle,Urban,Sunday,52.5
1.43,4.6,3.7,5,9.2,Clear,High,Evening,Bike,Urban,Saturday,29.1
3.15,2.0,4.5,4,17.2,Rain,High,Afternoon,Bike,Suburban,Sunday,47.5
5.66,1.4,4.1,3,14.9,Clear,High,Evening,Scooter,Urban,Monday,47.5
3.15,2.8,4.8,5,10.8,Rain,Medium,Afternoon,Bike,Suburban,Thursday,30.4
3.06,3.3,3.9,4,12.5,Cloudy,Low,Afternoon,Bike,Suburban,Tuesday,27.0
10.68,7.1,3.7,4,12.3,,Medium,Morning,Scooter,Urban,Wednesday,43.4
7.54,7.1,4.2,3,9.7,Rain,Low,Evening,Scooter,Rural,Wednesday,40.5
10.81,1.8,4.4,5,19.8,Cloudy,High,Evening,Bike,Rural,Friday,79.8
5.72,0.8,3.5,2,11.7,Clear,High,Morning,Bike,Urban,Thursday,53.5
7.2,4.2,4.0,3,21.3,Fog,High,Afternoon,Bicycle,Urban,Sunday,82.1
4.1,2.7,3.8,3,23.4,Cloudy,Medium,Night,Scooter,Urban,Tuesday,39.8
1.97,7.4,4.5,2,25.3,Rain,Medium,Morning,Car,Urban,Wednesday,43.2
5.36,7.6,4.0,6,10.0,Clear,Medium,Afternoon,Bike,Urban,Friday,30.5
7.83,4.4,4.6,6,7.9,Clear,Medium,Evening,Car,Urban,Tuesday,45.2
5.3,3.6,3.9,2,9.5,Rain,Low,Afternoon,Car,Urban,Friday,34.3
6.39,3.8,,5,17.2,,High,Afternoon,Bike,Suburban,Friday,51.4
3.06,3.5,3.7,3,12.7,Clear,High,Afternoon,Scooter,Urban,Friday,40.2
2.25,3.8,4.1,5,22.2,Rain,Medium,Morning,Scooter,Urban,Friday,41.1
4.44,2.2,3.8,5,,Cloudy,Medium,Afternoon,Scooter,Urban,Saturday,34.5
2.67,2.0,4.8,5,22.3,Clear,High,Evening,Car,Suburban,Sunday,49.2
9.35,2.4,4.6,4,10.7,Rain,High,Evening,,Suburban,Monday,69.7
5.47,10.0,4.3,4,18.1,Cloudy,,Morning,Scooter,Urban,Thursday,38.3
2.81,0.3,4.6,2,8.9,Cloudy,Medium,Evening,Bicycle,Suburban,Saturday,32.6
1.67,2.0,4.0,4,13.6,Rain,High,Morning,Bike,Urban,Monday,45.9
7.67,2.3,4.4,3,13.0,Cloudy,Medium,Evening,Bike,Suburban,Thursday,47.9
1.89,4.2,4.1,6,12.9,Fog,High,Afternoon,Bike,Urban,Friday,46.8
3.95,1.9,4.4,3,22.9,Rain,High,Evening,Bicycle,Urban,Tuesday,59.8
4.69,7.9,4.2,3,9.6,Clear,High,Morning,Bike,Suburban,Wednesday,42.1
1.91,6.7,4.2,4,8.2,Cloudy,High,Morning,Bike,Suburban,Saturday,36.3
3.54,8.2,3.5,5,,Fog,Low,Afternoon,Scooter,Suburban,Monday,27.3
8.46,3.6,3.9,3,17.1,Fog,High,Morning,Car,Urban,Monday,81.3
1.21,7.5,4.9,3,15.0,Clear,Medium,Morning,Scooter,Suburban,Saturday,25.6
7.63,1.8,4.1,2,9.8,Clear,Medium,Evening,Bicycle,Urban,Saturday,54.3
4.47,3.2,3.9,3,10.9,Clear,High,Evening,Bike,Suburban,Friday,44.5
2.45,0.6,4.2,5,18.8,Rain,Medium,Morning,Scooter,Suburban,Wednesday,38.9
1.14,4.6,3.6,4,28.7,Fog,High,Evening,Scooter,Urban,Monday,61.5
3.61,4.5,4.0,6,,Rain,High,Evening,Bike,Urban,Saturday,44.8
2.55,3.6,4.3,3,18.4,Clear,High,Evening,Car,Urban,Tuesday,45.3
3.58,2.7,4.4,1,43.6,Fog,Medium,Evening,Scooter,Urban,Sunday,75.3
5.79,5.6,4.3,1,18.0,Clear,High,Evening,Bike,Urban,Saturday,55.5
1.06,7.3,4.8,4,13.3,,High,Afternoon,Bike,Urban,Monday,28.7
4.3,10.3,3.9,8,21.9,Clear,High,Evening,Bike,Suburban,Friday,46.4
11.05,4.4,3.6,5,27.4,Cloudy,Low,Night,Car,Urban,Sunday,59.1
2.82,3.1,4.0,3,18.7,Cloudy,Medium,Morning,Bike,Urban,Sunday,42.1
5.25,2.2,4.0,3,44.2,Clear,Low,Afternoon,Car,Suburban,Friday,69.2
0.66,4.8,4.3,3,34.5,Clear,Medium,Morning,Bike,Urban,Tuesday,45.5
1.05,1.7,4.1,1,10.4,,High,Night,Bicycle,Urban,Friday,42.7
2.31,4.6,4.2,3,9.6,Clear,High,Afternoon,Car,Suburban,Friday,34.2
14.86,,4.2,3,29.6,Cloudy,High,Evening,Bike,Rural,Friday,105.6
2.61,3.2,4.5,4,23.6,Clear,High,Evening,Bike,Urban,Tuesday,42.9
5.36,1.6,4.2,4,21.6,Clear,Medium,Night,Car,Urban,Sunday,45.2
2.58,,4.3,4,12.4,Clear,Medium,Morning,Bike,Urban,Thursday,31.9
3.85,4.3,,8,12.6,Rain,High,Evening,Bike,Rural,Wednesday,53.8
3.29,6.1,3.6,3,19.8,Cloudy,Low,Evening,Car,Suburban,Tuesday,37.7
5.69,2.6,4.2,8,17.0,Clear,High,Morning,Car,Suburban,Wednesday,54.5
7.68,0.4,4.1,1,16.6,,Medium,Evening,Car,Suburban,Thursday,59.6
3.62,0.7,4.2,6,27.3,Clear,Medium,Afternoon,Car,Urban,Tuesday,46.5
5.35,0.7,4.4,8,18.7,Rain,Medium,Evening,Scooter,Urban,Thursday,45.8
4.07,7.6,3.9,7,22.7,Clear,Low,Afternoon,Car,Suburban,Tuesday,34.7
4.33,14.1,4.0,4,19.4,Fog,High,Afternoon,Bike,Suburban,Tuesday,51.1
1.94,3.0,4.5,2,21.9,Clear,High,Morning,Car,Urban,Monday,48.2
2.11,0.7,4.1,3,12.5,Cloudy,Medium,Morning,Scooter,Suburban,Wednesday,27.2
1.57,1.5,3.8,10,16.4,Cloudy,Medium,Morning,Scooter,Urban,Wednesday,32.2
6.77,1.3,4.5,4,16.8,Cloudy,Medium,Evening,Bicycle,Rural,Wednesday,50.8
6.97,7.4,4.4,3,9.2,Rain,High,Afternoon,Scooter,Urban,Friday,47.8
10.1,2.4,4.2,3,20.6,Clear,Medium,Morning,Scooter,Suburban,Thursday,49.7
6.96,15.0,4.3,3,41.0,Clear,Medium,Evening,Scooter,Urban,Friday,71.4
5.18,1.3,4.4,4,13.1,Rain,High,Evening,Bike,Suburban,Monday,55.2
3.99,1.4,4.1,1,16.4,Fog,Medium,Afternoon,Bike,Suburban,Thursday,38.5
6.95,2.4,4.3,4,28.2,Cloudy,Medium,Night,Bicycle,Urban,Monday,55.8
20.38,2.2,3.7,5,13.9,Cloudy,Medium,Afternoon,Bike,Suburban,Thursday,67.4
8.3,6.6,,6,13.5,Rain,High,Evening,Scooter,Rural,Friday,65.3
5.64,3.4,4.5,2,5.9,Rain,Medium,Morning,Scooter,Suburban,Saturday,32.9
4.65,5.1,5.0,7,31.1,Fog,High,Evening,Car,Urban,Thursday,74.5
11.87,4.1,4.2,2,11.1,Rain,Medium,Night,Car,Suburban,Wednesday,49.9
3.53,4.0,3.8,6,20.5,Clear,Medium,Evening,Bike,Urban,Tuesday,36.4
2.09,2.8,4.0,10,24.7,Cloudy,High,Evening,Bike,Suburban,Sunday,53.1
6.14,7.0,3.6,6,18.1,Cloudy,High,Evening,Scooter,Urban,Tuesday,52.0
2.09,6.0,4.4,2,9.2,Clear,Low,Afternoon,Bike,Suburban,Monday,13.3
4.85,1.7,4.2,4,29.4,Rain,High,Evening,Scooter,Urban,Monday,70.2
4.01,2.4,3.8,2,8.0,Cloudy,High,Evening,Bike,Urban,Sunday,49.9
5.28,1.6,4.1,6,26.0,Clear,High,Night,Bike,Urban,Sunday,59.8
4.13,3.5,4.4,4,11.1,Cloudy,High,Afternoon,Bicycle,Urban,Wednesday,46.3
0.84,4.3,4.2,4,17.7,Clear,Medium,Morning,Bicycle,Urban,Monday,33.4
5.78,2.2,,7,28.5,Clear,High,Evening,Car,Urban,Saturday,69.4
4.96,2.5,4.6,5,11.7,Cloudy,High,Morning,Bike,Suburban,Wednesday,43.7
8.06,1.7,4.3,2,16.2,Rain,Low,Afternoon,Bicycle,Urban,Monday,46.4
2.26,1.4,3.9,2,32.5,Cloudy,Medium,Afternoon,Scooter,Urban,Thursday,46.2
0.73,2.4,4.2,7,16.9,Clear,Medium,Evening,Bicycle,Suburban,Thursday,30.4
12.52,2.9,3.4,5,17.9,Cloudy,Medium,Morning,Bike,Rural,Wednesday,61.0
9.45,1.7,4.3,4,7.4,Clear,Medium,Morning,Bike,Rural,Friday,50.4
5.69,1.4,5.0,5,,Fog,High,Morning,Scooter,Suburban,Friday,61.6
6.09,11.8,4.6,4,9.4,Clear,High,Evening,Car,Rural,Thursday,45.1
13.13,2.3,4.1,7,16.2,,High,Evening,Bike,Suburban,Monday,83.6
2.76,3.8,4.3,6,22.9,Clear,,Morning,Bike,Rural,Monday,48.3
7.34,4.9,4.4,3,20.5,Clear,Medium,Morning,Scooter,Rural,Sunday,55.5
1.4,4.0,4.4,5,14.4,Cloudy,High,Evening,Bicycle,Urban,Tuesday,48.2
6.55,5.2,4.1,1,15.8,Rain,High,Afternoon,Car,Suburban,Wednesday,52.4
8.47,3.6,3.3,5,27.3,Fog,High,Evening,Bicycle,Suburban,Monday,96.3
4.14,0.9,4.0,3,16.1,Cloudy,Low,Afternoon,Scooter,Suburban,Tuesday,29.7
10.76,3.7,3.9,4,10.0,Clear,Medium,Night,Car,Rural,Thursday,50.4
2.15,2.6,,1,9.8,Clear,Medium,Afternoon,Scooter,Urban,Tuesday,25.8
1.74,1.6,3.9,6,47.8,Cloudy,Medium,Evening,Bike,Urban,Friday,72.7
0.98,9.7,4.4,6,17.1,Clear,Medium,Morning,Scooter,Suburban,Wednesday,23.2
5.8,0.7,4.9,3,17.1,Fog,High,Night,Scooter,Suburban,Saturday,65.5
14.48,4.5,4.5,5,9.2,Cloudy,Medium,Night,Scooter,Rural,Friday,54.1
4.19,4.3,4.1,4,10.2,Rain,Medium,Evening,Bike,Rural,Tuesday,41.6
2.05,8.2,4.7,6,21.1,Rain,Low,Afternoon,Car,Suburban,Saturday,36.7
5.46,4.0,4.5,5,,Clear,High,Morning,Car,Rural,Sunday,52.7
1.45,2.1,4.4,3,17.2,Cloudy,Medium,Evening,Bike,Urban,Monday,34.3
9.11,0.6,4.0,7,23.9,Fog,Medium,Evening,Bicycle,Rural,Friday,73.2
3.0,0.7,4.1,3,13.9,Clear,High,Morning,Bike,Urban,Friday,41.4
8.99,2.3,4.4,11,,Cloudy,High,Afternoon,Bike,Urban,Friday,75.4
2.18,7.4,5.0,3,20.9,Rain,High,Afternoon,Bike,Urban,Monday,41.3
6.97,0.8,4.7,5,17.0,Clear,Medium,Evening,Scooter,Urban,Monday,43.2
1.05,3.6,4.4,2,10.9,Fog,High,Evening,Bike,Urban,Wednesday,40.7
2.41,6.9,4.2,3,8.9,Clear,High,Evening,Scooter,Urban,Monday,34.7
4.27,9.2,4.5,1,10.7,Cloudy,High,Evening,Car,Suburban,Wednesday,38.6
4.95,2.7,4.4,6,16.3,Clear,Medium,Afternoon,Scooter,Suburban,Sunday,40.3
9.86,0.4,4.8,5,16.1,Cloudy,Medium,Afternoon,Car,Urban,Wednesday,48.6
4.82,6.3,3.8,5,24.2,Clear,High,Morning,Bicycle,Suburban,Wednesday,56.2
4.87,2.3,4.2,5,14.9,Clear,High,Evening,Scooter,Urban,Tuesday,47.6
1.76,4.6,4.5,6,16.1,Clear,High,Afternoon,Bike,Urban,Thursday,34.3
1.97,4.7,4.7,1,5.0,,Medium,Afternoon,Bike,Urban,Saturday,15.0
2.64,1.6,4.9,5,26.3,Cloudy,Medium,Afternoon,Scooter,Suburban,Saturday,38.6
3.8,0.3,3.6,2,19.8,Clear,Medium,Morning,Bike,Suburban,Thursday,41.4
3.53,3.5,3.9,8,21.3,Clear,High,Evening,Scooter,Suburban,Wednesday,45.7
4.98,5.6,4.1,9,22.9,Clear,High,Morning,Scooter,Suburban,Tuesday,50.0
9.18,6.6,3.7,3,17.0,Cloudy,High,Morning,,Suburban,Sunday,66.3
3.93,4.2,4.8,5,26.0,Clear,High,Evening,Bike,Suburban,Wednesday,48.4
10.71,5.4,4.2,6,9.1,Clear,Medium,Afternoon,Bike,Rural,Wednesday,43.2
1.95,1.8,4.6,5,17.9,Cloudy,Low,Afternoon,Bike,Urban,Thursday,31.7
10.03,6.9,,4,18.9,Rain,Medium,Afternoon,Car,Urban,Monday,55.9
3.83,5.9,4.3,3,21.4,Rain,High,Evening,Scooter,Urban,Wednesday,55.2
9.93,4.9,3.7,2,12.5,Clear,Low,Afternoon,Scooter,Suburban,Sunday,35.8
3.17,2.0,3.8,4,8.0,Rain,Medium,Evening,Scooter,Urban,Monday,37.0
2.81,3.3,3.8,6,,Cloudy,Medium,Night,Scooter,Urban,Tuesday,33.3
7.03,2.6,3.5,4,16.3,Cloudy,Medium,Evening,Bike,Rural,Tuesday,48.8
7.44,2.7,4.6,2,16.1,Clear,Medium,Afternoon,Bike,Rural,Tuesday,51.8
,5.2,4.2,5,17.5,Clear,Medium,Evening,Bike,Urban,Sunday,43.3
2.05,4.9,4.6,5,8.8,Cloudy,High,Afternoon,Bike,Urban,Friday,28.4
4.87,0.5,4.1,4,27.9,Clear,Medium,Afternoon,Bike,Urban,Sunday,45.5
1.4,1.9,4.6,3,11.5,Rain,Medium,Afternoon,Car,Urban,Saturday,31.4
,4.3,4.5,4,10.3,Clear,Low,Afternoon,Bike,Suburban,Friday,40.9
7.45,2.8,4.1,4,11.2,Clear,Medium,Morning,,Suburban,Thursday,37.4
7.13,1.2,4.2,7,13.1,Clear,High,Afternoon,Bike,Urban,Thursday,49.7
4.32,6.4,4.3,3,24.9,Clear,Medium,Morning,Bike,Urban,Friday,41.1
3.52,15.0,4.6,3,7.1,Clear,Medium,Afternoon,Bike,Urban,Friday,17.5
2.51,1.2,4.2,1,15.0,Clear,High,Evening,Bike,Urban,Friday,43.8
9.82,0.5,4.3,2,13.9,Cloudy,High,Night,Bike,Urban,Thursday,60.1
1.03,8.8,3.6,4,8.6,Clear,Medium,Morning,Bicycle,Suburban,Friday,24.3
5.88,1.7,3.8,3,21.8,Cloudy,High,Evening,Bike,Urban,Tuesday,59.3
7.35,5.4,3.9,7,31.3,Fog,Low,Afternoon,Bike,Rural,Thursday,59.6
1.39,1.7,4.4,2,27.8,Rain,High,Morning,Scooter,Urban,Thursday,54.9
2.96,10.1,3.9,3,16.7,Cloudy,High,Afternoon,Bike,Suburban,Thursday,33.9
2.99,5.7,4.2,3,27.7,Clear,Medium,Morning,Scooter,Urban,Thursday,41.0
5.05,1.7,4.1,4,32.2,Rain,High,Morning,Bike,Urban,Saturday,72.9
13.33,1.5,4.2,2,7.8,Fog,,Afternoon,Car,Rural,Saturday,61.6
3.43,1.6,4.5,4,15.5,Cloudy,Low,Afternoon,Bicycle,Suburban,Wednesday,33.0
0.77,2.3,4.2,2,20.8,Clear,Low,Afternoon,Scooter,Urban,Wednesday,21.6
2.0,6.6,4.1,4,16.3,Rain,Medium,Morning,Bike,Urban,Monday,37.4
3.4,0.6,4.3,2,15.1,Clear,High,Morning,Scooter,Suburban,Monday,41.7
7.48,1.9,4.8,1,18.5,Rain,Medium,Morning,Bike,Rural,Tuesday,56.9
5.89,5.8,4.2,6,9.0,Clear,Medium,Afternoon,Car,Suburban,Saturday,35.8
4.91,5.9,3.7,5,13.6,Clear,Medium,Afternoon,Bike,Urban,Saturday,37.0
6.59,7.1,3.7,3,25.6,Rain,Medium,Afternoon,Scooter,Urban,Tuesday,45.4
0.5,1.0,4.0,2,20.7,Rain,High,Morning,Bike,Urban,Saturday,46.1
7.52,2.7,3.7,3,28.2,Cloudy,High,Morning,Scooter,Urban,Wednesday,73.4
0.84,1.8,3.2,3,19.8,Rain,Medium,Night,Bike,Suburban,Saturday,34.9
5.58,9.4,4.0,6,12.1,Rain,High,Morning,Bike,Suburban,Thursday,46.1
8.79,3.6,4.3,5,15.9,Cloudy,Medium,Morning,Scooter,Urban,Friday,50.4
0.63,1.5,4.7,8,16.3,Storm,Medium,Morning,Scooter,Suburban,Wednesday,35.6
0.5,9.0,4.1,6,14.1,Clear,Medium,Night,Bike,Suburban,Monday,14.2
3.54,2.9,4.3,5,14.4,Clear,Low,Evening,Bike,Suburban,Tuesday,24.8
2.74,3.5,4.3,6,19.9,Rain,Medium,Evening,Car,Urban,Friday,44.9
1.26,10.4,4.2,6,15.8,Clear,Low,Night,Scooter,Urban,Sunday,23.0
0.5,3.7,3.9,4,13.0,Rain,Medium,Morning,Scooter,Urban,Friday,36.4
7.62,7.5,5.0,3,25.6,Clear,High,Night,Scooter,Urban,Saturday,62.2
1.33,2.3,3.8,3,13.8,Clear,Medium,Morning,Scooter,Urban,Monday,26.4
17.82,5.6,4.3,5,27.8,Clear,High,Evening,Scooter,Urban,Saturday,107.0
1.43,3.9,3.9,3,12.0,Cloudy,Low,Afternoon,Bike,Urban,Saturday,23.0
1.54,6.3,4.2,3,21.3,Rain,Medium,Afternoon,Scooter,Urban,Wednesday,29.2
4.3,3.6,4.3,4,24.4,Clear,,Night,Scooter,Rural,Thursday,31.8
1.33,3.5,4.1,5,15.9,Clear,High,Morning,Bike,Suburban,Monday,32.8
1.78,7.3,3.7,5,17.9,Clear,High,Night,Car,Urban,Tuesday,42.2
6.26,1.9,4.0,5,23.9,Clear,High,Afternoon,Bike,Rural,Monday,59.0
5.59,2.1,4.6,3,17.9,Cloudy,High,Evening,Bike,Urban,Saturday,54.0
2.38,11.5,3.6,5,29.5,,Medium,Night,Car,Urban,Saturday,44.2
5.54,1.8,4.8,5,17.4,Clear,High,Morning,Car,Suburban,Monday,55.3
10.77,2.4,4.2,5,,Clear,Low,Night,Bike,Urban,Sunday,38.2
3.06,1.8,4.4,11,21.3,Cloudy,Medium,Evening,Scooter,Urban,Saturday,41.8
2.49,2.2,3.7,12,24.6,Clear,High,Evening,Bike,Urban,Friday,50.8
1.54,0.9,4.1,6,10.3,Clear,Medium,Morning,Car,Urban,Sunday,34.5
3.72,,3.9,5,8.9,Cloudy,Medium,Afternoon,Scooter,Suburban,Sunday,26.7
9.73,5.5,4.3,10,21.4,,,Evening,Car,Urban,Tuesday,50.3
,0.4,3.7,4,12.9,Clear,Medium,Afternoon,Bike,Urban,Sunday,33.7
5.69,2.5,3.9,2,17.0,Clear,Medium,Morning,Bike,Urban,Thursday,43.4
3.74,2.5,4.9,4,11.1,Rain,High,Afternoon,Car,Urban,Tuesday,44.5
3.51,1.3,4.4,3,12.5,Clear,Medium,Evening,Bike,Urban,Tuesday,31.9
15.91,1.2,4.3,7,12.2,Rain,Medium,Morning,Bike,Suburban,Friday,60.8
4.82,2.4,4.3,3,8.0,Cloudy,High,Evening,Bike,Suburban,Sunday,47.3
6.97,7.2,4.7,4,12.4,Cloudy,High,Night,Scooter,Urban,Thursday,48.6
5.32,4.0,4.1,3,11.8,Rain,Medium,Morning,Bike,Suburban,Friday,39.4
3.65,4.1,4.5,4,11.4,Clear,Medium,Morning,Scooter,Urban,Wednesday,27.6
0.5,2.0,3.3,6,13.3,Clear,High,Evening,Bike,Urban,Saturday,39.8
2.31,1.3,4.1,6,18.2,,High,Morning,Scooter,Urban,Monday,41.8
9.58,10.4,4.0,2,9.9,Cloudy,High,Evening,Car,Urban,Friday,58.8
0.71,7.0,4.0,2,,Cloudy,High,Evening,Scooter,Suburban,Friday,30.6
7.06,6.7,4.4,3,11.3,Rain,Medium,Evening,Scooter,Rural,Monday,38.8
2.09,4.1,4.1,6,13.1,Cloudy,High,Afternoon,Scooter,Urban,Sunday,36.2
7.3,6.2,4.1,6,18.7,Clear,High,Evening,Bike,Urban,Sunday,65.2
9.87,5.2,3.9,4,11.9,Clear,Medium,Evening,Car,Suburban,Thursday,46.7
1.1,1.5,4.0,3,18.4,,Medium,Morning,Car,Urban,Friday,37.6
3.26,10.6,3.4,5,18.5,Rain,Medium,Evening,Car,Urban,Saturday,46.0
10.18,6.3,4.0,4,22.8,Clear,High,Evening,Bicycle,Rural,Monday,84.1
2.19,2.9,3.6,3,7.0,Fog,High,Evening,Scooter,Suburban,Monday,44.8
11.82,1.2,4.7,4,33.0,Clear,High,Afternoon,Scooter,Rural,Friday,92.6
3.13,1.2,4.4,3,12.1,Cloudy,Medium,Afternoon,Bike,Urban,Thursday,30.4
13.44,4.1,4.5,6,28.9,Clear,High,Morning,Bicycle,Urban,Friday,106.0
2.35,3.1,3.6,7,16.2,Rain,Medium,Afternoon,Scooter,Urban,Friday,36.7
12.56,2.1,4.5,5,15.7,Clear,High,Morning,Bike,Rural,Friday,85.7
2.67,4.0,3.9,4,19.6,Cloudy,Medium,Night,Car,Urban,Tuesday,33.7
4.18,3.3,4.3,3,15.3,Fog,High,Morning,Scooter,Urban,Tuesday,58.7
1.22,2.8,4.1,5,28.5,Cloudy,Medium,Evening,Bicycle,Urban,Tuesday,44.4
5.67,1.3,3.6,3,30.7,Clear,Medium,Morning,Car,Suburban,Wednesday,57.2
8.06,3.3,3.8,3,12.0,Rain,Medium,Afternoon,Car,Suburban,Saturday,51.3
1.03,7.9,4.4,6,30.1,Cloudy,Medium,Afternoon,Scooter,Suburban,Saturday,40.9
1.96,1.2,4.4,2,6.7,Clear,Medium,Afternoon,Scooter,Urban,Wednesday,17.5
7.51,7.5,3.6,3,15.7,Cloudy,High,Evening,Car,Suburban,Friday,58.0
2.83,7.8,4.6,6,20.4,Rain,Low,Night,Bike,Urban,Wednesday,32.4
3.43,3.8,4.0,2,11.2,Clear,High,Evening,Bike,Urban,Thursday,39.4
1.42,3.9,3.7,4,10.2,Rain,High,Morning,Bicycle,Urban,Sunday,50.1
8.18,3.6,3.9,4,10.8,Rain,Medium,Evening,Car,Urban,Tuesday,51.7
1.22,4.4,3.6,3,17.6,Cloudy,High,Morning,Bicycle,Urban,Saturday,49.4
8.82,2.5,3.9,5,16.9,Clear,High,Night,Bike,Rural,Monday,64.1
2.32,5.1,4.0,3,11.3,Rain,High,Afternoon,Bike,Urban,Wednesday,41.1
6.46,0.5,4.3,7,12.1,,Medium,Afternoon,Car,Urban,Friday,41.0
16.1,12.7,4.5,3,18.4,Clear,Medium,Morning,Bike,Suburban,Saturday,59.7
0.79,5.7,4.6,6,25.4,Clear,Low,Morning,Scooter,Suburban,Friday,22.7
2.19,4.0,4.4,5,18.4,Rain,High,Afternoon,Bike,Urban,Saturday,49.9
2.79,5.6,3.4,4,22.6,Clear,Medium,Night,Car,Suburban,Saturday,33.7
1.17,3.6,3.6,6,17.9,Clear,High,Evening,Scooter,Urban,Friday,34.9
3.71,5.3,4.6,5,11.5,Clear,Medium,Night,Bike,Urban,Wednesday,29.0
6.86,3.6,4.0,7,15.9,Clear,Medium,Morning,Scooter,Suburban,Wednesday,43.4
4.49,2.6,4.1,4,15.5,Storm,High,Evening,Bike,Urban,Friday,63.3
5.78,4.7,4.4,4,22.2,Cloudy,Low,Afternoon,Car,Urban,Friday,36.8
2.07,4.1,4.6,4,10.7,Rain,High,Afternoon,Scooter,Urban,Wednesday,37.2
5.83,5.0,4.3,2,5.3,Rain,Medium,Afternoon,Scooter,Urban,Wednesday,37.7
4.38,2.3,3.8,2,13.1,Clear,Medium,Afternoon,Scooter,Urban,Tuesday,37.2
5.33,0.7,3.7,5,15.5,Rain,Medium,Evening,Bike,Rural,Monday,52.4
3.87,3.9,3.7,3,22.4,Storm,Medium,Morning,Bike,Urban,Thursday,54.9
2.33,5.5,4.6,6,10.7,Rain,Medium,Afternoon,Bicycle,Suburban,Saturday,32.6
21.07,10.5,4.5,8,14.8,Rain,Medium,Evening,Bike,Urban,Saturday,75.7
7.17,4.6,4.2,3,,Clear,Medium,Morning,Scooter,Suburban,Sunday,39.8
